show,season,episode,character,line,line_no
Schitt's Creek,1,11,Stage directions,(Pen clicks) A little better than that.,1192
Schitt's Creek,1,11,Moira,Okay? (Scribbling),1193
Schitt's Creek,1,11,Moira,"Oh, so... unnecessary, Deedee, but thank you.",1194
Schitt's Creek,1,11,Moira,"Well, who's up for pork?",1195
Schitt's Creek,1,11,Connor,"Okay... so you're telling me your girlfriend is on a date with someone else and, instead of doing something about it, you're here talking to me, a kid who practically has no respect for you.",1196
Schitt's Creek,1,11,Connor,"Well, first of all, you're a little bitchy.",1197
Schitt's Creek,1,11,Connor,"Second of all, she is not my girlfriend.",1198
Schitt's Creek,1,11,Connor,She's someone I'm occasionally having s*x with because we're bored and desperate.,1199
Schitt's Creek,1,11,Connor,Ah... you're doing a friends with benefits thing with this girl.,1200
Schitt's Creek,1,11,Connor,Have you not seen the 42 films they've made about it?,1201
Schitt's Creek,1,11,Connor,It never works.,1202
Schitt's Creek,1,11,Connor,"Okay, well, movies aren't always right, all right?",1203
Schitt's Creek,1,11,Connor,You'll learn that later in life.,1204
Schitt's Creek,1,11,Connor,"I happen to be a little bit older than you are, so...",1205
Schitt's Creek,1,11,Connor,Obviously.,1206
Schitt's Creek,1,11,David,Okay.,1207
Schitt's Creek,1,11,David,"Well, I think we're good here.",1208
Schitt's Creek,1,11,David,"You're gonna be okay, right? You're stable?",1209
Schitt's Creek,1,11,David,I have a party later. Can you buy me some beer?,1210
Schitt's Creek,1,11,David,"Uh, no. Can you buy me some beer?!",1211
Schitt's Creek,1,11,Stage directions,(Door bells jingle as door opens and closes),1212
Schitt's Creek,1,11,Stage directions,(Music plays quietly),1213
Schitt's Creek,1,11,Alexis,Hey! Can I grab a glass of water?,1214
Schitt's Creek,1,11,Twyla,"Yeah, sure.",1215
Schitt's Creek,1,11,Alexis,Thank you.,1216
Schitt's Creek,1,11,Alexis,So how's the uh... song going?,1217
Schitt's Creek,1,11,Alexis,Is that... Is the song still a thing?,1218
Schitt's Creek,1,11,Alexis,Yeah! Do you wanna hear some of it?,1219
Schitt's Creek,1,11,Alexis,"Um, I would love to, but I actually hate music, so... I don't think I'd be a very good judge.",1220
Schitt's Creek,1,11,Twyla,You hate music?,1221
Schitt's Creek,1,11,Alexis,Mm-hmm...,1222
Schitt's Creek,1,11,Alexis,Are we sure that Mutt likes music?,1223
Schitt's Creek,1,11,Alexis,'Cause I feel like if he didn't it could be kind of... awkward.,1224
Schitt's Creek,1,11,Alexis,Are you feeling okay?,1225
Schitt's Creek,1,11,Alexis,Um... I just don't think that... The song thing is a good idea.,1226
Schitt's Creek,1,11,Alexis,"For, like, a lot of reasons.",1227
Schitt's Creek,1,11,Alexis,"Um... are you sure that you wanna put yourself in such a vulnerable situation, Twy?",1228
Schitt's Creek,1,11,Alexis,Are you saying you don't think Mutt would like it?,1229
Schitt's Creek,1,11,Alexis,I don't know. I mean... I'm not sure.,1230
Schitt's Creek,1,11,Alexis,"Maybe, but... I don't... I'm not... yeah, I'm not sure.",1231
Schitt's Creek,1,11,Alexis,Did you talk to Mutt? Because I know that...,1232
Schitt's Creek,1,11,Alexis,We've been sort of off for a while.,1233
Schitt's Creek,1,11,Alexis,"And I've been just trying to think of things to make it better and so I'm... you know, I'm just trying to make it work.",1234
Schitt's Creek,1,11,Alexis,I think that you should talk to Mutt before...,1235
Schitt's Creek,1,11,Alexis,Breaking into song.,1236
Schitt's Creek,1,11,Twyla,"Thank you, Alexis.",1237
Schitt's Creek,1,11,Twyla,For what?,1238
Schitt's Creek,1,11,Twyla,Bye.,1239
Schitt's Creek,1,11,Stage directions,(Music plays quietly),1240
Schitt's Creek,1,11,Stage directions,(Door opens and closes),1241
Schitt's Creek,1,11,Stage directions,(Crickets chirp),1242
Schitt's Creek,1,11,Twyla,"In all honesty, Mutt was just a place holder.",1243
Schitt's Creek,1,11,Twyla,"According to my tea leaves, the guy I'm suppose to marry is black, so...",1244
Schitt's Creek,1,11,Stage directions,(Door opens and closes),1245
Schitt's Creek,1,11,David,Oh.,1246
Schitt's Creek,1,11,Stevie,What and why are we drinking?,1247
Schitt's Creek,1,11,David,Oh my goodness!,1248
Schitt's Creek,1,11,David,"Um, I don't know, and today, some snippy teen told me that my life was a mess, so...",1249
Schitt's Creek,1,11,David,And I am now a single person.,1250
Schitt's Creek,1,11,Stevie,Oh...,1251
Schitt's Creek,1,11,Stevie,So did you spend the night washing your clothes on Grant's abs?,1252
Schitt's Creek,1,11,Stevie,You're funny.,1253
Schitt's Creek,1,11,David,Mm-hmm.,1254
Schitt's Creek,1,11,David,"Um, Grant went to the bathroom and never came back.",1255
Schitt's Creek,1,11,Stevie,Thank you.,1256
Schitt's Creek,1,11,David,What?,1257
Schitt's Creek,1,11,David,He w... he went to the bathroom and never came back?,1258
Schitt's Creek,1,11,Stevie,Mm-hmm.,1259
Schitt's Creek,1,11,David,Oh...,1260
Schitt's Creek,1,11,David,So either I was stood up halfway through my date or Grant has some serious digestive issues.,1261
Schitt's Creek,1,11,Twyla,Mm.,1262
Schitt's Creek,1,11,David,Wow. Sounds like a real catch.,1263
Schitt's Creek,1,11,Stevie,Mm-hmm...,1264
Schitt's Creek,1,11,David,Um... (Taps finger),1265
Schitt's Creek,1,11,David,So word on teen street is that our little...,1266
Schitt's Creek,1,11,David,Friends with benefits situation is a-,1267
Schitt's Creek,1,11,Stevie,Not a good idea?,1268
Schitt's Creek,1,11,David,Is a bad idea.,1269
Schitt's Creek,1,11,David,"And because I don't have any other friends here, I can't afford to lose you, so...",1270
Schitt's Creek,1,11,David,I think it's best if we just...,1271
Schitt's Creek,1,11,Stevie,Friends.,1272
Schitt's Creek,1,11,David,Friends. Yup.,1273
Schitt's Creek,1,11,David,I think that's best.,1274
Schitt's Creek,1,11,David,Good. This is good.,1275
Schitt's Creek,1,11,David,"That's good, right?",1276
Schitt's Creek,1,11,Stevie,That's good.,1277
Schitt's Creek,1,11,Stevie,Okay. Well... Warmest wishes to that.,1278
Schitt's Creek,1,11,Stevie,Kindest regards.,1279
Schitt's Creek,1,11,David,Yeah!,1280
Schitt's Creek,1,11,Stage directions,(Glasses clink),1281
Schitt's Creek,1,11,Twyla,Cheers!,1282
Schitt's Creek,1,11,All,(Sipping),1283
Schitt's Creek,1,11,David,Whoa. Twy...,1284
Schitt's Creek,1,11,Twyla,Mm...,1285
Schitt's Creek,1,11,David,That's...,1286
Schitt's Creek,1,11,Twyla,"It's good, right?",1287
Schitt's Creek,1,11,David,My eyes are tearing.,1288
Schitt's Creek,1,11,Twyla,(Laughs),1289
Schitt's Creek,1,11,Twyla,So this is it?,1290
Schitt's Creek,1,11,Twyla,After all that?,1291
Schitt's Creek,1,11,Twyla,And we paid for the dinner!,1292
Schitt's Creek,1,11,Twyla,So we lost money on the whole deal.,1293
Schitt's Creek,1,11,Twyla,"I'll tell ya, she's gonna be embarrassed when this thing gets cashed.",1294
Schitt's Creek,1,11,Twyla,She will be embarrassed. She missed a zero.,1295
Schitt's Creek,1,11,Twyla,"Moira, she missed a zero or two.",1296
Schitt's Creek,1,11,Twyla,I... you know what?,1297
Schitt's Creek,1,11,Twyla,"I'm gonna call her. I'm calling her right now, that... What a cheap-ass amount!",1298
Schitt's Creek,1,11,Moira,"(Light clicks off) Turn your light off, John.",1299
Schitt's Creek,1,11,Moira,Your sister is a cheap ass.,1300
Schitt's Creek,1,11,Stage directions,"(Sighs heavily, light clicks off)",1301
Schitt's Creek,1,11,Stage directions,(Grumbles) Cheap ass.,1302
Schitt's Creek,1,11,Moira,We're planning a surprise party for your mother.,1303
Schitt's Creek,1,11,Moira,Listen to the words coming out of your mouth.,1304
Schitt's Creek,1,11,Moira,Then you plan it.,1305
Schitt's Creek,1,11,Moira,No!,1306
Schitt's Creek,1,11,Moira,"Oh, he snap-diva'd!",1307
Schitt's Creek,1,11,Moira,"Talk to the hand, son, because the ears are no longer working.",1308
Schitt's Creek,1,11,Moira,Oh my God.,1309
Schitt's Creek,1,11,Moira,"Okay, that's not at all how that works.",1310
Schitt's Creek,1,12,David,Nope. Nope.,1311
Schitt's Creek,1,12,Alexis,Huh?,1312
Schitt's Creek,1,12,David,N... Nope. Nope.,1313
Schitt's Creek,1,12,Stage directions,(Knock at the door),1314
Schitt's Creek,1,12,David,No. No. No.,1315
Schitt's Creek,1,12,Johnny,"Kids, just came in to remind you to keep Saturday open.",1316
Schitt's Creek,1,12,Johnny,What's Saturday?,1317
Schitt's Creek,1,12,Johnny,What's Saturday? It's your mother's birthday.,1318
Schitt's Creek,1,12,Alexis,No... her birthday is the second weekend in May.,1319
Schitt's Creek,1,12,Alexis,"That's mother's day, honey.",1320
Schitt's Creek,1,12,Alexis,I don't think so.,1321
Schitt's Creek,1,12,David,I just don't think that this is the year to be doing something big.,1322
Schitt's Creek,1,12,David,"Oh, why? Because we're here, in this town?",1323
Schitt's Creek,1,12,David,All the more reason to do something.,1324
Schitt's Creek,1,12,Alexis,Um... I actually agree with David.,1325
Schitt's Creek,1,12,Alexis,"Um... plus, I'm gonna be in Chicago this weekend.",1326
Schitt's Creek,1,12,Johnny,You're what?,1327
Schitt's Creek,1,12,Alexis,Ted's taking me.,1328
Schitt's Creek,1,12,Alexis,"We've been planning this for a super long time, so.",1329
Schitt's Creek,1,12,David,"Well, can I come?",1330
Schitt's Creek,1,12,Alexis,No.,1331
Schitt's Creek,1,12,Johnny,"Okay, here's a newsflash for both of you. You're not going anywhere and we're planning a surprise party for your mother.",1332
Schitt's Creek,1,12,David,(Laughs) No. That's not... That's not a good idea.,1333
Schitt's Creek,1,12,David,That's not a good idea?,1334
Schitt's Creek,1,12,David,Where would you even throw a party like that in this town?,1335
Schitt's Creek,1,12,David,I don't know. I haven't thought that through yet.,1336
Schitt's Creek,1,12,David,Maybe Roland's house.,1337
Schitt's Creek,1,12,David,Listen to the words coming out of your mouth.,1338
Schitt's Creek,1,12,David,Then you plan it.,1339
Schitt's Creek,1,12,David,What? No!,1340
Schitt's Creek,1,12,Alexis,"Oh, snap, David!",1341
Schitt's Creek,1,12,Johnny,"Talk to the hand, son, because the ears are no longer working.",1342
Schitt's Creek,1,12,Johnny,Oh my God.,1343
Schitt's Creek,1,12,Johnny,"'Kay, that's not at all how that works, so...",1344
Schitt's Creek,1,12,Johnny,"Cancel your trip, Alexis, because the travel agent is out of the office.",1345
Schitt's Creek,1,12,Alexis,It's so uncomfortable when he does stuff like that.,1346
Schitt's Creek,1,12,David,No. Absolutely not.,1347
Schitt's Creek,1,12,Alexis,I feel so weird about it.,1348
Schitt's Creek,1,12,Stage directions,(Birds chirp),1349
Schitt's Creek,1,12,Alexis,"And on Saturday, we have the afternoon off, so I booked us... a Chicago's best deep dish pizza tour.",1350
Schitt's Creek,1,12,Alexis,Oh my God.,1351
Schitt's Creek,1,12,Alexis,"Well, that's probably gonna have to change, but what else did you book for us?",1352
Schitt's Creek,1,12,Alexis,"Uh, well, we're staying at the Clarendon Executive Suites and apartments downtown.",1353
Schitt's Creek,1,12,Alexis,Oh my God.,1354
Schitt's Creek,1,12,Ted,Got upgraded.,1355
Schitt's Creek,1,12,Alexis,Does that mean room service?!,1356
Schitt's Creek,1,12,Ted,Yeah.,1357
Schitt's Creek,1,12,Alexis,Babe! (Door opens),1358
Schitt's Creek,1,12,David,Hi!,1359
Schitt's Creek,1,12,Alexis,Hey.,1360
Schitt's Creek,1,12,David,Had an idea for mom's stupid surprise party thing.,1361
Schitt's Creek,1,12,Alexis,"Oh, yeah, yeah.",1362
Schitt's Creek,1,12,David,What if we told her that it was a fund-raiser?,1363
Schitt's Creek,1,12,David,"She'd have to say yes, right?",1364
Schitt's Creek,1,12,David,"Yeah, yeah, yeah.",1365
Schitt's Creek,1,12,David,"'Cause she'd have to come then, right?",1366
Schitt's Creek,1,12,David,"Totally, totally, yeah.",1367
Schitt's Creek,1,12,David,She loves the fundraisers and...,1368
Schitt's Creek,1,12,Alexis,She loves them.,1369
Schitt's Creek,1,12,Ted,Wait. When's the big party?,1370
Schitt's Creek,1,12,Ted,"Oh, it's this... Saturday.",1371
Schitt's Creek,1,12,Ted,"Alexis, did you not tell Ted about your change of plans?",1372
Schitt's Creek,1,12,Ted,"David, I told you that I couldn't come...",1373
Schitt's Creek,1,12,Ted,It's this Saturday?,1374
Schitt's Creek,1,12,Alexis,To that.,1375
Schitt's Creek,1,12,Alexis,"Yeah. But, David, I did tell you that I...",1376
Schitt's Creek,1,12,Alexis,"Won't be able to attend, so...",1377
Schitt's Creek,1,12,Ted,"Well, Lex, I mean...",1378
Schitt's Creek,1,12,Ted,You can't miss your own mother's surprise party.,1379
Schitt's Creek,1,12,Ted,I am with... I'm with Ted on this one.,1380
Schitt's Creek,1,12,Ted,"But, babe, you're going to...",1381
Schitt's Creek,1,12,Ted,A veterinary conference in a Chicago suburb and I think that's... that's really important for us.,1382
Schitt's Creek,1,12,"Yeah, I know. Here's just the thing about our mom","She'll be really devastated if Alexis doesn't come, and I'm sure you're from a really solid home and...",1383
Schitt's Creek,1,12,Alexis,David...,1384
Schitt's Creek,1,12,David,Understand.,1385
Schitt's Creek,1,12,Stage directions,(Quietly) I'm gonna slap you in the face.,1386
Schitt's Creek,1,12,David,"Um... but babe, what about the um...",1387
Schitt's Creek,1,12,David,"The travelling pizza tour that was so... yeah, and I'm also gonna need you to ask Mutt for the barn",1388
Schitt's Creek,1,12,David,'cause I'm thinking of heading in that sort of aesthetic direction for the party.,1389
Schitt's Creek,1,12,David,"Um, and I know that you guys have a close working relationship, so...",1390
Schitt's Creek,1,12,David,No. No.,1391
Schitt's Creek,1,12,David,"Sweetie, there will be other conferences.",1392
Schitt's Creek,1,12,David,I really think that you need to be here for this.,1393
Schitt's Creek,1,12,David,Me too.,1394
Schitt's Creek,1,12,David,"David, you and mom literally ruin my life.",1395
Schitt's Creek,1,12,Stage directions,(Vacuum whirs),1396
Schitt's Creek,1,12,Johnny,Roland!,1397
Schitt's Creek,1,12,Roland,Hey! Johnny Rose!,1398
Schitt's Creek,1,12,Stage directions,(Turns vacuum off),1399
Schitt's Creek,1,12,Roland,How are you?,1400
Schitt's Creek,1,12,Johnny,I'm good!,1401
Schitt's Creek,1,12,Roland,Good.,1402
Schitt's Creek,1,12,Johnny,Listen. Need a big favour.,1403
Schitt's Creek,1,12,Roland,Sure.,1404
Schitt's Creek,1,12,Johnny,Saturday is Moira's birthday and we want to throw her a surprise party.,1405
Schitt's Creek,1,12,Johnny,Oh!,1406
Schitt's Creek,1,12,Johnny,"So, we need an excuse to get her all dressed up and out of the house.",1407
Schitt's Creek,1,12,Johnny,"Well, dinner at our place. Problem solved.",1408
Schitt's Creek,1,12,Johnny,"Well... tempting, but it's gotta be something fancy and, uh, elegant.",1409
Schitt's Creek,1,12,Johnny,"You know, black tie.",1410
Schitt's Creek,1,12,Johnny,"So we're thinking maybe Jocelyn is throwing her ""annual charity fundraiser.""",1411
Schitt's Creek,1,12,Johnny,She hasn't mentioned anything to me about it.,1412
Schitt's Creek,1,12,Johnny,Why would she mention it?,1413
Schitt's Creek,1,12,Stage directions,"(Dry chuckle) Well, Johnny, uh...",1414
Schitt's Creek,1,12,Johnny,"If she's planning a fundraiser, I think Jocelyn would mention something about it to her husband.",1415
Schitt's Creek,1,12,Johnny,"It's not a real fundraiser, Roland.",1416
Schitt's Creek,1,12,Johnny,It's just a pretend fundraiser to get Moira out of the house.,1417
Schitt's Creek,1,12,Johnny,"You see, I-I could tell her about it myself, but she would catch on because it falls on the same night as her birthday, so she's gotta hear about the fundraiser from someone who doesn't know it's her birthday.",1418
Schitt's Creek,1,12,Johnny,"Okay, so then you want me to find somebody who doesn't know.",1419
Schitt's Creek,1,12,Johnny,No. I want you to tell her.,1420
Schitt's Creek,1,12,Johnny,But that doesn't make any sense.,1421
Schitt's Creek,1,12,Johnny,I know it's her birthday.,1422
Schitt's Creek,1,12,Johnny,You only know it's her birthday because I just told you it's her birthday.,1423
Schitt's Creek,1,12,Johnny,Moira doesn't know you know it's her birthday.,1424
Schitt's Creek,1,12,Johnny,Roland I won't tell her.,1425
Schitt's Creek,1,12,Johnny,Why would you tell her?,1426
Schitt's Creek,1,12,Johnny,I won't tell her is what I'm saying to you.,1427
Schitt's Creek,1,12,Johnny,"I won't tell her, so don't worry about it.",1428
Schitt's Creek,1,12,Johnny,"Okay, but now I am worried. I am worried... now.",1429
Schitt's Creek,1,12,Johnny,"Look, I'm taking Moira out for coffees.",1430
Schitt's Creek,1,12,Johnny,"We're going up to the café, okay, this afternoon.",1431
Schitt's Creek,1,12,Roland,Uh-huh.,1432
Schitt's Creek,1,12,Johnny,And that would be a great time for you to stop by and drop the information about the fundraiser.,1433
Schitt's Creek,1,12,Johnny,Tell me you understand the plan.,1434
Schitt's Creek,1,12,Johnny,"Yes, Johnny, I understand the plan!",1435
Schitt's Creek,1,12,Johnny,Jeez! And I don't appreciate being talked to like a child!,1436
Schitt's Creek,1,12,Johnny,"Okay, I'm sorry. Roland-",1437
Schitt's Creek,1,12,Johnny,"Well, I'm sorry. It's a little demeaning.",1438
Schitt's Creek,1,12,Johnny,"Look, I'm sorry.",1439
Schitt's Creek,1,12,Johnny,It's just so important. This is really important.,1440
Schitt's Creek,1,12,Johnny,I wanna make sure you understand the plan.,1441
Schitt's Creek,1,12,Johnny,"Okay! I understand, all right?",1442
Schitt's Creek,1,12,Johnny,Okay.,1443
Schitt's Creek,1,12,Johnny,I just think it's awfully short notice to start planning a fundraiser.,1444
Schitt's Creek,1,12,Stage directions,(Yelling) There is no fundraiser!,1445
Schitt's Creek,1,12,Roland,Right. No fundraiser.,1446
Schitt's Creek,1,12,Johnny,It's pretend!,1447
Schitt's Creek,1,12,Johnny,Pretend. It's fun time.,1448
Schitt's Creek,1,12,Stage directions,(Door opens and closes),1449
Schitt's Creek,1,12,David,So I... am gonna need a lift to Elmdale.,1450
Schitt's Creek,1,12,David,What does it look like I'm doing?,1451
Schitt's Creek,1,12,David,"I don't know, nothing?",1452
Schitt's Creek,1,12,David,I'm working.,1453
Schitt's Creek,1,12,David,"Oh, you are?",1454
Schitt's Creek,1,12,Stevie,Yes. I have a job that I just can't leave to drive you to Elmdale.,1455
Schitt's Creek,1,12,Stevie,"Okay... yeah, and I totally respect that.",1456
Schitt's Creek,1,12,Stevie,"It's just that I found a Ganache Torte in Elmdale and I really need to pick it up before my mom's birthday thing, so...",1457
Schitt's Creek,1,12,Stevie,I work until six.,1458
Schitt's Creek,1,12,Stevie,"Okay, but like is anyone checking in this afternoon?",1459
Schitt's Creek,1,12,Stevie,It's a cake.,1460
Schitt's Creek,1,12,David,It's a torte!,1461
Schitt's Creek,1,12,David,Um... is there something going on?,1462
Schitt's Creek,1,12,David,You could always just hitch-hike?,1463
Schitt's Creek,1,12,David,And wake up chained to a pole in a trucker's basement?,1464
Schitt's Creek,1,12,David,Not today.,1465
Schitt's Creek,1,12,David,"Well, I'm working... At my job, so I can't just up and leave because you want cake.",1466
Schitt's Creek,1,12,David,"Okay. Well, when you put it like that, it makes me sound ridiculous...",1467
Schitt's Creek,1,12,David,Um... which I'm not.,1468
Schitt's Creek,1,12,David,So... thank you... (Annoyed laugh),1469
Schitt's Creek,1,12,David,For your services this afternoon.,1470
Schitt's Creek,1,12,Stage directions,(Door opens and bangs shut),1471
Schitt's Creek,1,12,Stage directions,(Birds chirp),1472
Schitt's Creek,1,12,Stage directions,"(Music plays quietly, door bells jingle)",1473
Schitt's Creek,1,12,Roland,"Hey! Hey... sorry I'm late, Johnny.",1474
Schitt's Creek,1,12,Roland,Had a little memorizing... To do.,1475
Schitt's Creek,1,12,Roland,"Late for... late for what, Roland?",1476
Schitt's Creek,1,12,Roland,I don't know what you mean?,1477
Schitt's Creek,1,12,Roland,For Jocelyn's big shindig.,1478
Schitt's Creek,1,12,Roland,"I'm here to personally invite the two of you to, um, a um... annual, um, elegant dress-up event that Jocelyn is hosting.",1479
Schitt's Creek,1,12,Roland,"Um... well, no, I'm not inviting you, but I'm saying we're... We'll see each other there...",1480
Schitt's Creek,1,12,Roland,At the very big event that Jocelyn is hosting.,1481
Schitt's Creek,1,12,Roland,The whole town will go to this event.,1482
Schitt's Creek,1,12,Roland,They'll all be dressed up and um...,1483
Schitt's Creek,1,12,Roland,Did I did I say that it's a fundraiser?,1484
Schitt's Creek,1,12,Roland,"Oh, sorry, Johnny. Let me start over here.",1485
Schitt's Creek,1,12,Roland,Why are you apologizing to me?,1486
Schitt's Creek,1,12,Roland,You don't have to apologize to me.,1487
Schitt's Creek,1,12,Roland,"No, no. It's a fundraiser for the thing with the...",1488
Schitt's Creek,1,12,Roland,Children that...,1489
Schitt's Creek,1,12,Roland,"The-with the mouth... Uh, cleft palates, and um... Joc' does it every year- well, uh, Roland, you know what?",1490
Schitt's Creek,1,12,Roland,"We're-we're... Probably just gonna be hanging around the... motel on Saturday, you know.",1491
Schitt's Creek,1,12,Roland,"Yeah, no, I'm sure. It's uh...",1492
Schitt's Creek,1,12,Roland,"Hard to look at those kids and all that, I get it.",1493
Schitt's Creek,1,12,Roland,But you know what? We'll dress them up too.,1494
Schitt's Creek,1,12,Moira,Put us down for four tickets.,1495
Schitt's Creek,1,12,Johnny,"Really. Moira: Oh yes, it's the least we can do to support Jocelyn's philanthropic endeavours.",1496
Schitt's Creek,1,12,Johnny,Oh! Okay.,1497
Schitt's Creek,1,12,Roland,"Well, I'm sure Jocelyn would really appreciate it.",1498
Schitt's Creek,1,12,Roland,"Well, listen, thank you, Roland, for that.",1499
Schitt's Creek,1,12,Roland,You're welcome.,1500
Schitt's Creek,1,12,Stage directions,(Whispers loudly) I think that went well!,1501
Schitt's Creek,1,12,Johnny,"Okay, thank you.",1502
Schitt's Creek,1,12,Roland,"Okay. So I guess I'll see you soon then, Johnny.",1503
Schitt's Creek,1,12,Roland,Yeah... bye-bye.,1504
Schitt's Creek,1,12,Roland,"Yes, goodbye, Johnny.",1505
Schitt's Creek,1,12,Stage directions,"(Sign thumps on ground, car speeds by)",1506
Schitt's Creek,1,12,Stage directions,"(Horn blasts, tires squeal)",1507
Schitt's Creek,1,12,Roland,"Oh, sorry!",1508
Schitt's Creek,1,12,Roland,Ugh! Could you be going any faster?,1509
Schitt's Creek,1,12,Mutt,"Well, we should put that up quick.",1510
Schitt's Creek,1,12,Alexis,Um... so we're planning this surprise for my mom that's totally not gonna work and I'm supposed to ask you if we can borrow your barn.,1511
Schitt's Creek,1,12,Alexis,"But if you can't take the night off from bedding women, I totally... understand.",1512
Schitt's Creek,1,12,Alexis,"Well, who says I can't do both?",1513
Schitt's Creek,1,12,Stage directions,(Car rumbles nearby),1514
Schitt's Creek,1,12,Alexis,You had a bug in your hair.,1515
Schitt's Creek,1,12,Alexis,Oh. (Laughs) Ew!,1516
Schitt's Creek,1,12,Stage directions,(Door opens),1517
Schitt's Creek,1,12,Stage directions,(Car rumbles),1518
Schitt's Creek,1,12,Moira,Jocelyn!,1519
Schitt's Creek,1,12,Jocelyn,"Moira, hi!",1520
Schitt's Creek,1,12,Moira,"Jocelyn, I'm so glad I've run into you.",1521
Schitt's Creek,1,12,Moira,Roland was mentioning your fundraiser earlier today and it got me thinking...,1522
Schitt's Creek,1,12,Jocelyn,My what?,1523
Schitt's Creek,1,12,Jocelyn,Your annual fundraiser for the children with troubled mouths.,1524
Schitt's Creek,1,12,Jocelyn,"Oh, right. Yes. It's gonna be q-quite a night.",1525
Schitt's Creek,1,12,Jocelyn,"I hope so, 'cause I'd like to be involved.",1526
Schitt's Creek,1,12,Jocelyn,With...?,1527
Schitt's Creek,1,12,Moira,Your fundraiser.,1528
Schitt's Creek,1,12,Moira,"As I'm sure you know, I was on the board of some of the most profitable not-profits, from San Francisco to London.",1529
Schitt's Creek,1,12,Moira,"And after speaking with Roland, I realized I was remiss not to gift you with my wealth of experience.",1530
Schitt's Creek,1,12,Moira,"Wow! That's very generous of you, Moira.",1531
Schitt's Creek,1,12,Moira,"I was gonna ask you, but I didn't wanna impose.",1532
Schitt's Creek,1,12,Moira,"Jocelyn, you must stop being intimidated by me.",1533
Schitt's Creek,1,12,Moira,It's unnerving.,1534
Schitt's Creek,1,12,Jocelyn,Sorry.,1535
Schitt's Creek,1,12,Moira,"No, it's fine. Just say thank you.",1536
Schitt's Creek,1,12,Jocelyn,Thank you?,1537
Schitt's Creek,1,12,Moira,There you go! My pleasure!,1538
Schitt's Creek,1,12,Moira,"Oh, (Bleep)!",1539
Schitt's Creek,1,12,Moira,"What do you mean, you didn't get the cake?",1540
Schitt's Creek,1,12,David,"The only Chocolate Ganache cake I could find, was in Elmdale, and I asked Stevie to drive me but she said no because I think she's going through something right now.",1541
Schitt's Creek,1,12,Moira,David!,1542
Schitt's Creek,1,12,David,I don't know. Something with her body.,1543
Schitt's Creek,1,12,Moira,"David, I need you.",1544
Schitt's Creek,1,12,Moira,I was speaking to Jocelyn about this fundraiser she's apparently organizing-,1545
Schitt's Creek,1,12,Johnny,"Whoa-whoa, you-you were talking to Jocelyn?",1546
Schitt's Creek,1,12,Moira,"Yes, about the fundraiser, and the poor thing looked like a deer caught in the headlights.",1547
Schitt's Creek,1,12,Moira,And I cannot stand by and watch this woman drive a perfectly worthy cause into the ground.,1548
Schitt's Creek,1,12,Moira,"So, David, you and I... We're gonna help her.",1549
Schitt's Creek,1,12,David,Okay.,1550
Schitt's Creek,1,12,David,"I asked you to get her invited to the fundraiser, not involved in the fundraiser.",1551
Schitt's Creek,1,12,Johnny,The fundraiser was your idea!,1552
Schitt's Creek,1,12,Johnny,You didn't think your mother would get involved in planning a fundraiser?,1553
Schitt's Creek,1,12,Johnny,"My God, she had Hilary shaking last year at the Clinton foundation dinner.",1554
Schitt's Creek,1,12,Johnny,God! Roland. Roland. Stupid Roland.,1555
Schitt's Creek,1,12,David,Roland?! How did Roland get involved in this?,1556
Schitt's Creek,1,12,David,"I got him involved, it was a bad mistake, okay?",1557
Schitt's Creek,1,12,David,"But look, it'll be fine.",1558
Schitt's Creek,1,12,David,I will get the cake with your sister.,1559
Schitt's Creek,1,12,David,All you've gotta do is keep your mother under control.,1560
Schitt's Creek,1,12,David,The North Korean army could not keep my mother under control when it comes to event planning.,1561
Schitt's Creek,1,12,Stage directions,(Johnny snores),1562
Schitt's Creek,1,12,Stage directions,(Country music plays on the radio),1563
Schitt's Creek,1,12,Stage directions,(Hard bump),1564
Schitt's Creek,1,12,Johnny,What? Huh? Oh!,1565
Schitt's Creek,1,12,Stage directions,(Sighs) How long was I sleeping?,1566
Schitt's Creek,1,12,Alexis,"I dunno, like forty-five maybe.",1567
Schitt's Creek,1,12,Johnny,Oh?,1568
Schitt's Creek,1,12,Stage directions,(Sighs) Where are we?,1569
Schitt's Creek,1,12,Alexis,"Um, we're almost there.",1570
Schitt's Creek,1,12,Alexis,"The last sign I saw said ""exit Elmdale,"" so...",1571
Schitt's Creek,1,12,Alexis,"I haven't seen it yet, but...",1572
Schitt's Creek,1,12,Alexis,We should be getting there soon.,1573
Schitt's Creek,1,12,Alexis,"The last sign said ""exit Elmdale?""",1574
Schitt's Creek,1,12,Alexis,Mm-hmm.,1575
Schitt's Creek,1,12,Johnny,"Well, that was the exit to Elmdale.",1576
Schitt's Creek,1,12,Johnny,"We've gone too far, we've gotta turn back!",1577
Schitt's Creek,1,12,Alexis,But you were sleeping!,1578
Schitt's Creek,1,12,Johnny,"Well, wake me up!",1579
Schitt's Creek,1,12,Alexis,No! Because you're so grumpy when you wake- like you're grumpy right now.,1580
Schitt's Creek,1,12,Johnny,Oh?!,1581
Schitt's Creek,1,12,Alexis,Oh! (Huffs),1582
Schitt's Creek,1,12,Stage directions,(Birds chirp),1583
Schitt's Creek,1,12,Jocelyn,"Well, Moira, in regards to the decorations, David was kind enough to offer me an incredibly long list of the things to stay away from.",1584
