show,season,episode,character,line,line_no
Dawson's Creek,1,10,Joey,"Providence? Uh, you're a little more than a little lost.",1411
Dawson's Creek,1,10,David,"Maybe, you could point me in the right direction.",1412
Dawson's Creek,1,10,Joey,"Sure, um, you just take Elm Street, which is this street right here. Then take it a few miles until you hit the highway.",1413
Dawson's Creek,1,10,Joey,*Joey notices the guy keeps staring at her.*,1414
Dawson's Creek,1,10,David,"Sorry, was I staring? Its just that you have the most intense eyes. Has anybody ever told you that? They're really piercing. *Dawson comes out of the store and noticed the guy talking to Joey.* I'm so tired, I've been on the road all day, is there a motel around here?",1415
Dawson's Creek,1,10,Joey,"Um, actually, not too far from here.",1416
Dawson's Creek,1,10,David,"I really don't know this area at all, what about you? Do you live nearby?",1417
Dawson's Creek,1,10,Dawson,What's going on? You need something?,1418
Dawson's Creek,1,10,David,"No, sport, I don't. Thanks for your help Joey.",1419
Dawson's Creek,1,10,Joey,Good luck.,1420
Dawson's Creek,1,10,Joey,*Dawson gets into the car*,1421
Dawson's Creek,1,10,Dawson,Didn't your mother ever tell you not to talk to strangers? That guy could be the lady k*ller.,1422
Dawson's Creek,1,10,Joey,"He was lost, he needed directions.",1423
Dawson's Creek,1,10,Dawson,"Oh, please. Joey, that's the oldest trick in the book. Next thing you know, you're in the woods with tape on your mouth and rope around your neck.",1424
Dawson's Creek,1,10,Joey,You are so paranoid.,1425
Dawson's Creek,1,10,Dawson,"But serial killers are typically white males in their 20s. Hello? Its the 90s, you got to be careful.",1426
Dawson's Creek,1,10,Joey,Whatever.,1427
Dawson's Creek,1,10,Joey,*Pacey is standing around and the girl comes out*,1428
Dawson's Creek,1,10,Ursela,Here you go sweetie.,1429
Dawson's Creek,1,10,Pacey,"Excellent. Cabernet sobena. My favorite. You know, my buddy is having a seance over at his house and I was just wondering if you like to come along.",1430
Dawson's Creek,1,10,Eddie,Ursula!,1431
Dawson's Creek,1,10,Ursels,I'd love to.,1432
Dawson's Creek,1,10,Eddie,Get in the car Ursula.,1433
Dawson's Creek,1,10,Ursela,Where are your wheels?,1434
Dawson's Creek,1,10,Pacey,Over there.,1435
Dawson's Creek,1,10,Pacey,*They start running and the guy chases them. They get in the car.*,1436
Dawson's Creek,1,10,Eddie,Where do you think you're going?,1437
Dawson's Creek,1,10,Joey,Go Pacey!,1438
Dawson's Creek,1,10,Eddie,Open this door now!,1439
Dawson's Creek,1,10,Eddie,*Everyone locks the door.*,1440
Dawson's Creek,1,10,Eddie,*CUT TO Jen's house.*,1441
Dawson's Creek,1,10,Jen,"Cliff, seven o' clock, right on the dot.",1442
Dawson's Creek,1,10,Cliff,I never keep a lady waiting.,1443
Dawson's Creek,1,10,Cliff,*Grams walks in*,1444
Dawson's Creek,1,10,Grams,Are you Clifford Elliot?,1445
Dawson's Creek,1,10,Cliff,Hello ma'am. I found this mail on your porch.,1446
Dawson's Creek,1,10,Grams,"Thank you Clifford. I've heard a lot about you. Quarterback, top of the honor roll, and I see you every week at the first church of the Nazarene.",1447
Dawson's Creek,1,10,Jen,"Grams, you're drooling.",1448
Dawson's Creek,1,10,Grams,"Oh, and doesn't our little Jennifer look pretty tonight?",1449
Dawson's Creek,1,10,Cliff,"Yes ma'am, she does.",1450
Dawson's Creek,1,10,Jen,Goodbye Grams.,1451
Dawson's Creek,1,10,Grams,"You two kids have fun now, and have her home by midnight or she'll turn into a pumpkin.",1452
Dawson's Creek,1,10,Cliff,"Okay, I will. I promise, I'll take good care of her.",1453
Dawson's Creek,1,10,Cliff,*Grams closes the door*,1454
Dawson's Creek,1,10,Jen,"Ah, she likes you. Not a good sign.",1455
Dawson's Creek,1,10,Cliff,"Oh, really?",1456
Dawson's Creek,1,10,Jen,"I, you know, um, its kinda chilly, maybe I should get my jacket.",1457
Dawson's Creek,1,10,Cliff,"Well actually, we're not going that far. Just about a hundred feet.",1458
Dawson's Creek,1,10,Jen,Really? Where are we going?,1459
Dawson's Creek,1,10,Cliff,Dawson's. He's having a seance. Won't that be k*ller?,1460
Dawson's Creek,1,10,Cliff,*CUT TO Dawson's house*,1461
Dawson's Creek,1,10,Ursela,It's a nice house. Caramel corn. *Opens it and something pops out*,1462
Dawson's Creek,1,10,Ursela,Oh my God!*starts laughing* Who did that?,1463
Dawson's Creek,1,10,Joey,Dawson. Too easy.,1464
Dawson's Creek,1,10,Ursela,"Oh, its alright, I love to be scared. My boyfriend Eddie, scares the goop out of me.",1465
Dawson's Creek,1,10,Pacey,I can imagine.,1466
Dawson's Creek,1,10,Ursela,I need a drink.,1467
Dawson's Creek,1,10,Dawson,Everybody help yourself.,1468
Dawson's Creek,1,10,Dawson,"*Jen approaches Dawson, the rest are gone*",1469
Dawson's Creek,1,10,Jen,Thanks for the phone calls.,1470
Dawson's Creek,1,10,Dawson,What phone calls? Was I supposed to call you?,1471
Dawson's Creek,1,10,Jen,"Yeah and the note in my locker, nice touch. You know it was a bit harsh, but you do strive for realism.",1472
Dawson's Creek,1,10,Dawson,"What note, what phone call?",1473
Dawson's Creek,1,10,Jen,"Oh, c'mon Dawson. Don't play dumb with me. I know you're trying to scare me.",1474
Dawson's Creek,1,10,Dawson,Why would I do that?,1475
Dawson's Creek,1,10,Jen,"Because, its what you do. Its Friday the 13th.",1476
Dawson's Creek,1,10,Dawson,"I mean, Jen, this is it. Fake snakes. I'm sorry that I didn't plan anything specific for you but I didn't think you'd get into it.",1477
Dawson's Creek,1,10,Dawson,*CUT TO Ursula opening the fridge to find a fake head*,1478
Dawson's Creek,1,10,Ursela,"Okay, nothing here. Got a corkscrew? Its not cold so we'll have to add some ice. It's like a fun house in here.",1479
Dawson's Creek,1,10,Ursela,*CUT TO Dawson's living room.*,1480
Dawson's Creek,1,10,Dawson,"Joey, can you get the seance book, its in the closet.",1481
Dawson's Creek,1,10,Dawson,"*Joey hands the bowl with a head in it to Jen, and she hands it to Cliff*",1482
Dawson's Creek,1,10,Cliff,"Hey man, thanks having me over. This is perfect.",1483
Dawson's Creek,1,10,Dawson,You think?,1484
Dawson's Creek,1,10,Cliff,"Its the most original first date I can think of. I mean, how many guys will bring a girl to their ex-boyfriend's house?",1485
Dawson's Creek,1,10,Dawson,It's classic.,1486
Dawson's Creek,1,10,Cliff,I think that she's really warming up to me.,1487
Dawson's Creek,1,10,Dawson,Congratulations.,1488
Dawson's Creek,1,10,Dawson,*CUT TO Joey and Jen*,1489
Dawson's Creek,1,10,Jen,"Joey, is it just me or is this too weird for words. I mean, I'm on a date and I end up here. Who's idea was this?",1490
Dawson's Creek,1,10,Joey,Cliff's?,1491
Dawson's Creek,1,10,Jen,"No, no, he's not that inventive. This is definitely the work of Dawson.",1492
Dawson's Creek,1,10,Joey,You think?,1493
Dawson's Creek,1,10,Joey,*Joey opens the closet door and a corpse pops out.*,1494
Dawson's Creek,1,10,Joey,*CUT TO Seance table.*,1495
Dawson's Creek,1,10,Ursela,"Spirits, are you with us?",1496
Dawson's Creek,1,10,Pacey,"*singing* Whoa, whooaa. Spirits come to us.",1497
Dawson's Creek,1,10,Cliff,"Ursula, are you like a spirit goddess?",1498
Dawson's Creek,1,10,Ursela,I channel from time to time. Have couple spirit sisters that occupy my body occasionally.,1499
Dawson's Creek,1,10,Dawson,Dian and Layota?,1500
Dawson's Creek,1,10,Dawson,*the group laughs*,1501
Dawson's Creek,1,10,Pacey,"You know what we should do. We should channel the victims of the lady k*ller. Maybe they'd ID the guy. We could get that reward money, that'll be sweet.",1502
Dawson's Creek,1,10,Dawson,Did you guys know that he likes to stalk his victims? Usually comes in contact first in notes and phone calls.,1503
Dawson's Creek,1,10,Ursela,Really?,1504
Dawson's Creek,1,10,Dawson,"Yeah. That's how he got that girl down in North Carolina. He sent her notes, and then followed her home after school one day. He would peek through her window. And then he'd call, pretending to be somebody else.",1505
Dawson's Creek,1,10,Pacey,That's creepy.,1506
Dawson's Creek,1,10,Cliff,You got a call didn't you?,1507
Dawson's Creek,1,10,Pacey,Somebody called you?,1508
Dawson's Creek,1,10,Jen,"Yes, and his name is Dawson.",1509
Dawson's Creek,1,10,Dawson,"Jen, I swear, I didn't call you.",1510
Dawson's Creek,1,10,Joey,"You know, why don't you finish the story?",1511
Dawson's Creek,1,10,Dawson,But you don't like scary stuff.,1512
Dawson's Creek,1,10,Joey,I have a contradicting personality. Please continue.,1513
Dawson's Creek,1,10,Dawson,"Okay. So anyways, he called her and learned that she's going to be home alone that night. She lived in a town where nobody locked their doors. He disconnected her electricity, cut off her phone, walked right through the front door, up her stairs, into her bedroom while she was sleeping, and cut out her heart in one clean sweep. He used a long lacerated scaupul, so they think that he might be a doctor or something.",1514
Dawson's Creek,1,10,Ursela,You know what makes that story so scary?,1515
Dawson's Creek,1,10,Jen,Its true.,1516
Dawson's Creek,1,10,Pacey,"You know, you think stuff like that never happens but it always does.",1517
Dawson's Creek,1,10,Cliff,"I got a story. Its true too. A woman with a newborn was out to the country to pick blueberries. Alright, she leaves the baby in the back in his little car seat with the door open so she could hear him if he cries. She goes out picking in the blueberry patch, after about a half an hour, she realizes she hasn't heard a peep from the baby.",1518
Dawson's Creek,1,10,Ursela,Uh oh.,1519
Dawson's Creek,1,10,Cliff,"She runs back to the car, looks in the back and a huge snake has crawled down the throat of the baby, its tail wagging out. So, in major shock, she reaches in, yanks the snake out. And long with it, comes all the baby's insides.",1520
Dawson's Creek,1,10,Jen,"That's not scary, that's disgusting.",1521
Dawson's Creek,1,10,Joey,That's nasty.,1522
Dawson's Creek,1,10,Jen,Pour baby.,1523
Dawson's Creek,1,10,Ursela,"I have a scary story. There's this young kid, this boy. Who goes to the convenient store and picks up this woman. She's wild you know, and crazy but pretty. And he takes her back to his friend's house where they're having all these like fun and games. And what none of them know is that this woman is a little ill, you know, like in the head. The result of years of abuse. And that in her purse, she carries this great big knife. Because sometimes, just for fun, she likes to slice open throats and see how far the blood would spurt.",1524
Dawson's Creek,1,10,Ursela,*The rest look at her and the lights go out. They all scream*,1525
Dawson's Creek,1,10,Ursela,What the hell? This freaks me out.,1526
Dawson's Creek,1,10,Joey,"Dawson, turn the lights back on.",1527
Dawson's Creek,1,10,Dawson,It wasn't me. I didn't do it. It must be a blackout.,1528
Dawson's Creek,1,10,Jen,"Really? A blackout during our seance, how coincidental Dawson? Yeah, I think I'll call the electric company. Well, imagine that, the phone's dead.",1529
Dawson's Creek,1,10,Dawson,Don't look at me.,1530
Dawson's Creek,1,10,Pacey,Great! No phone and no electricity. Maybe its the lady k*ller.,1531
Dawson's Creek,1,10,Joey,Maybe its doofus Dawson.,1532
Dawson's Creek,1,10,Pacey,"Look, joke's over. 'Cause I'm getting spooked here, alright?",1533
Dawson's Creek,1,10,Joey,Are the doors locked?,1534
Dawson's Creek,1,10,Dawson,"Yeah, we should check the door. Joey and Pacey, check the front door. Jen, you and Cliff, ah, get some flashlights from the upstairs closet.",1535
Dawson's Creek,1,10,Ursela,Hey! Where you going?,1536
Dawson's Creek,1,10,Dawson,"I'm gonna check the fuse box outside, you could stay right there.",1537
Dawson's Creek,1,10,Ursela,"No, no, no. I'm coming with you.",1538
Dawson's Creek,1,10,Dawson,Okay.,1539
Dawson's Creek,1,10,Dawson,*CUT TO Pacey and Joey*,1540
Dawson's Creek,1,10,Pacey,"He's got you, you're so scared.",1541
Dawson's Creek,1,10,Joey,"No, I'm not.",1542
Dawson's Creek,1,10,Pacey,"Oh, please. Quit tripping out, this is just Dawson up to his old tired tricks. There's no psychopath in this house.",1543
Dawson's Creek,1,10,Joey,"Yes there is. And you brought her. Pacey, don't you remember what happened with Tamara? This can end up even worse. And your bizarre mother conflicts is gonna get us all k*lled.",1544
Dawson's Creek,1,10,Pacey,"Uh, I don't know, I think she's kinda sexy. She's into me, don't you think?",1545
Dawson's Creek,1,10,Joey,"She's a nutcase. And the story about the knife in her purse. Face it Pacey, you have the worst taste in women.",1546
Dawson's Creek,1,10,Pacey,"Oh, and coming from you that really hurts.",1547
Dawson's Creek,1,10,Joey,What's that supposed to mean?,1548
Dawson's Creek,1,10,Pacey,"What about your taste Joey? You're gonna go to your grave pining away for your best friend. The guy that is so oblivious he doesn't have a clue that you lust after him morning, noon, and night.",1549
Dawson's Creek,1,10,Joey,I don't lust after him.,1550
Dawson's Creek,1,10,Pacey,"Denial, denial. *They hear a noise* Should we check it out?",1551
Dawson's Creek,1,10,Joey,"Yeah, go for it. You're not scared are you?",1552
Dawson's Creek,1,10,Joey,*They go up the stairs and then an ax swings in their path.*,1553
Dawson's Creek,1,10,*CUT TO,Jen.*,1554
Dawson's Creek,1,10,Jen,Cliff? Cliff.,1555
Dawson's Creek,1,10,Jen,*Cliff comes out*,1556
Dawson's Creek,1,10,Cliff,Aahh!,1557
Dawson's Creek,1,10,Jen,"God, you scared me.",1558
Dawson's Creek,1,10,Cliff,Sorry.,1559
Dawson's Creek,1,10,Jen,Oh man. For a second there I thought you were that psycho woman.,1560
Dawson's Creek,1,10,Cliff,"Ah, she's a trip, isn't she?",1561
Dawson's Creek,1,10,Jen,I think we're being set up.,1562
Dawson's Creek,1,10,Cliff,What do you mean?,1563
Dawson's Creek,1,10,Jen,"C'mon I'm sure that something's gonna come flying out of the closet. Snakes, some bloody corpse.",1564
Dawson's Creek,1,10,Jen,"*Cliff opens the closet door, he gets out the flashlights*",1565
Dawson's Creek,1,10,Cliff,So much for your theory.,1566
Dawson's Creek,1,10,Cliff,*They look up at a mirror which has red writing on it.*,1567
Dawson's Creek,1,10,Cliff,<,1568
Dawson's Creek,1,10,Jen,"See, what did I tell you. I mean, Dawson has been doing this to me all day. First that note in my locker, the phone call at my house.",1569
Dawson's Creek,1,10,Cliff,How do you know it was him?,1570
Dawson's Creek,1,10,Jen,Who else?,1571
Dawson's Creek,1,10,Cliff,"Well, what if Dawson had nothing to do with it? I mean, what if there really is a psychopath following you around trying to k*ll you?",1572
Dawson's Creek,1,10,Cliff,*Jen is left wondering*,1573
Dawson's Creek,1,10,Cliff,*CUT TO Dawson and Ursela*,1574
Dawson's Creek,1,10,Ursela,"Its cold in here, hold this. *She looks in her bag and Dawson watches her. She pulls out a red scarf* What'd you think? That I was gonna pull a knife on ya?",1575
Dawson's Creek,1,10,Dawson,I don't know.,1576
Dawson's Creek,1,10,Ursela,"I don't stab people. I take a pistol and I sh**t them in the head. I'm just playing with you, sweetie.",1577
Dawson's Creek,1,10,Dawson,You're a good actress.,1578
Dawson's Creek,1,10,Ursela,"Ah, that's funny you say that. For a while I thought I'd might go to Hollywood. And then I met Eddie.",1579
Dawson's Creek,1,10,Dawson,The guy in the parking lot?,1580
Dawson's Creek,1,10,Ursela,"Yeah, he's a loonatic that guy. He's been in the pen.",1581
Dawson's Creek,1,10,Dawson,For what?,1582
Dawson's Creek,1,10,Ursela,"Assualt and battery. He took this guy's head and shoved it into a wall. The guy's eye ball was hanging from its socket. He's a monster. But he's my monster. You know, love is a really complicated bitch.",1583
Dawson's Creek,1,10,Dawson,You can say that again.,1584
Dawson's Creek,1,10,Ursela,"See, I knew that you had an issue. I have this extra circular sensory thing. You just broke up with a girl that's inside. I felt the emotion. Don't you worry, she loves you back.",1585
Dawson's Creek,1,10,Dawson,What do you know about it?,1586
Dawson's Creek,1,10,Ursela,I don't that she wants you. And you have been scaring her all night so its obvious that you want her.,1587
Dawson's Creek,1,10,Dawson,I haven't scared her once tonight. I've been scaring Joey.,1588
Dawson's Creek,1,10,Ursela,"Yeah, the brunette. Cute, fiesty. The two of you will work out.",1589
Dawson's Creek,1,10,Dawson,"Jen's my ex-girlfriend, not Joey.",1590
Dawson's Creek,1,10,Ursela,"Then, there's your problem. You're dating the wrong girl.",1591
Dawson's Creek,1,10,Dawson,"No. Joey an I have this intense friendship. We got that extra sensory canal thing. You know, I don't get this. I set it on a timer so it will go off right at eleven.",1592
Dawson's Creek,1,10,Ursela,So the blackout was all a big stunt?,1593
Dawson's Creek,1,10,Dawson,"Yeah, but the fuse box, it seems that something's come on and jammed it.",1594
Dawson's Creek,1,10,Dawson,*They hear a noise from outside*,1595
Dawson's Creek,1,10,Ursela,What was that?,1596
Dawson's Creek,1,10,Dawson,Lets go back inside.,1597
Dawson's Creek,1,10,Pacey,Where you've been?,1598
Dawson's Creek,1,10,Dawson,Trying to get the lights on. Where's Joey?,1599
Dawson's Creek,1,10,Jen,She went that way to look for you.,1600
Dawson's Creek,1,10,Dawson,"You let her go by herself? Hey Joey? Joey! Joey? *He hears a thud from the closet, he opens it, and Joey falls out* Oh, oh, oh my God. Joey, talk to me. *A shadow comes over him* Aahh!!",1601
Dawson's Creek,1,10,Dawson,*Joey starts laughing. Jen takes off the mask*,1602
Dawson's Creek,1,10,Dawson,"Funny, very funny.",1603
Dawson's Creek,1,10,Joey,Gotcha Dawson.,1604
Dawson's Creek,1,10,Dawson,That was lame. That was really lame.,1605
Dawson's Creek,1,10,Joey,"C'mon, you can dish it out but you can't take it?",1606
Dawson's Creek,1,10,Dawson,"The level of scare here is different. I give you rubber snakes, not Joey dead. There's a difference.",1607
Dawson's Creek,1,10,Joey,Boohoo. It was Jen's idea. And quite frankly a good one.,1608
Dawson's Creek,1,10,Dawson,"Jen, that was your idea?",1609
Dawson's Creek,1,10,Jen,"Hey, your notes and phone calls were a little more than rubber appliances. In fact they were very scary, I might add.",1610
Dawson's Creek,1,10,Dawson,"I don't know what you're talking about. I didn't send you any notes, I didn't call you.",1611
Dawson's Creek,1,10,Jen,You serious?,1612
Dawson's Creek,1,10,Jen,"Alright, you look me straight in the face and tell me that you didn't try to spook me.",1613
Dawson's Creek,1,10,Dawson,I didn't try to spook you.,1614
Dawson's Creek,1,10,Jen,Say honest to God.,1615
Dawson's Creek,1,10,Dawson,"Jen, you don't believe in God.",1616
Dawson's Creek,1,10,Jen,Well then who did?,1617
Dawson's Creek,1,10,Dawson,"The lady k*ller? I don't know, Jen.",1618
Dawson's Creek,1,10,Jen,And why didn't you?,1619
Dawson's Creek,1,10,Dawson,What?,1620
Dawson's Creek,1,10,Jen,"Why didn't you try to scare me? I mean, don't I rank with you anymore?",1621
Dawson's Creek,1,10,Dawson,"Jen, you broke up with me. Okay, you clearly don't want me or anything to do with me. So yeah, I kinda crossed you off the list.",1622
Dawson's Creek,1,10,Jen,Then why did you invite us to your house?,1623
Dawson's Creek,1,10,Dawson,I don't know. Help Cliff out. Maybe try to get over you.,1624
Dawson's Creek,1,10,Jen,Or watch over me?,1625
Dawson's Creek,1,10,Dawson,"I really don't like the way things are, Jen.",1626
Dawson's Creek,1,10,Dawson,*They lean towards each other for a kiss.*,1627
Dawson's Creek,1,10,Jen,Not a good idea.,1628
Dawson's Creek,1,10,Dawson,"No, good point.",1629
Dawson's Creek,1,10,Jen,"No. I should go. But, you know Dawson, whatever is going on between us, I don't want you to cross me off any more of your lists, okay?",1630
Dawson's Creek,1,10,Dawson,Consider yourself uncrossed.,1631
Dawson's Creek,1,10,Jen,"So scare me next time, alright?",1632
Dawson's Creek,1,10,Dawson,Don't worry I got you covered.,1633
Dawson's Creek,1,10,Dawson,*CUT TO Pacey and Ursela*,1634
Dawson's Creek,1,10,Pacey,So you scared?,1635
Dawson's Creek,1,10,Ursela,I'm peeing in my pants.,1636
Dawson's Creek,1,10,Pacey,"You know, I may look young but I have been with older women before. Did you hear that? There's somebody in those bushes.",1637
Dawson's Creek,1,10,Pacey,*Eddie comes out and breaks the screen door*,1638
Dawson's Creek,1,10,Eddie,"You bitch, you bitch.",1639
Dawson's Creek,1,10,Ursela,"No, get away from me. Get him, Pacey. C'mon.",1640
Dawson's Creek,1,10,Eddie,I'm gonna k*ll you!,1641
Dawson's Creek,1,10,Eddie,*Cliff opens the door*,1642
Dawson's Creek,1,10,Cliff,Has anybody seen... get in!,1643
Dawson's Creek,1,10,Ursela,"Promises, promises. Pacey will tear you apart, he's my new man, and he'll protect me.",1644
Dawson's Creek,1,10,Pacey,Don't say that!!!!,1645
Dawson's Creek,1,10,Dawson,What's going on?,1646
Dawson's Creek,1,10,Pacey,Her boyfriend's outside.,1647
Dawson's Creek,1,10,Ursela,"And he's really pissed. I'm gonna call the police, Eddie!",1648
Dawson's Creek,1,10,Eddie,No you won't!,1649
Dawson's Creek,1,10,Ursela,"Yes, I will. I'm gonna call them right now.",1650
Dawson's Creek,1,10,Dawson,No can do. I disconnected the phone line out back.,1651
Dawson's Creek,1,10,Dawson,*Eddie breaks the window and tries to get in*,1652
Dawson's Creek,1,10,Ursela,"He's lost it, I'm getting out of here.",1653
Dawson's Creek,1,10,Dawson,He's looking for a way in.,1654
Dawson's Creek,1,10,Cliff,Lock the doors.,1655
Dawson's Creek,1,10,Cliff,*Joey and Jen close the windows and Eddie comes up*,1656
Dawson's Creek,1,10,Dawson,What's he doing? Climbing the walls?,1657
Dawson's Creek,1,10,Ursela,Eddie's strong but he's no Spiderman.,1658
Dawson's Creek,1,10,Dawson,"The ladder, he's climbing the ladder.",1659
Dawson's Creek,1,10,Joey,He's going to climb through your window.,1660
Dawson's Creek,1,10,Dawson,"Go to Jen's, call Doug to get help.",1661
Dawson's Creek,1,10,Dawson,"*Cliff, Dawson and Jen go up to Dawson's room*",1662
Dawson's Creek,1,10,Dawson,The window's open.,1663
Dawson's Creek,1,10,Cliff,He's in.,1664
Dawson's Creek,1,10,Cliff,*Pacey unlocks the door and Eddie chokes him*,1665
Dawson's Creek,1,10,Eddie,Trying to take away my woman?,1666
Dawson's Creek,1,10,Pacey,"No, sir.",1667
Dawson's Creek,1,10,Eddie,Say goodbye.,1668
Dawson's Creek,1,10,Eddie,*Joey hits Eddie over the head with a frying pan*,1669
Dawson's Creek,1,10,Eddie,You're dead.,1670
Dawson's Creek,1,10,Eddie,"*She hits him again, when he's on the ground, she still hits him. Ursela sees and comes running down the stairs.*",1671
Dawson's Creek,1,10,Ursela,"Stop it! Hey, get off of him! Get off him. Eddie? Talk to me sweetie.",1672
Dawson's Creek,1,10,Eddie,I'm sorry baby.,1673
Dawson's Creek,1,10,Ursela,"Honey, you okay? Let me take you home sweetie.",1674
Dawson's Creek,1,10,Eddie,I love you Ursula.,1675
Dawson's Creek,1,10,Ursela,I love you. Lets get the hell out of here. These kids are weird. Sorry about the damage. I work down at the bowling alley Dalmage come down and I'll give you a discount on your shoes.,1676
Dawson's Creek,1,10,Dawson,Thanks.,1677
Dawson's Creek,1,10,Dawson,*CUT TO Jen and Cliff*,1678
Dawson's Creek,1,10,Jen,"Well, that was a complete nightmare.",1679
Dawson's Creek,1,10,Cliff,I thought that you like to be scared though.,1680
Dawson's Creek,1,10,Jen,"No, there is nothing that I like less.",1681
Dawson's Creek,1,10,Cliff,Are you sure? Its just not what Dawson said.,1682
Dawson's Creek,1,10,Jen,What do you mean?,1683
Dawson's Creek,1,10,Cliff,"You know how I feel about you. Right Jen? I mean, do you know how I feel about you?",1684
Dawson's Creek,1,10,Jen,Um?,1685
Dawson's Creek,1,10,Cliff,I like you. I think you're great.,1686
Dawson's Creek,1,10,Jen,Thanks. I think you're great too.,1687
Dawson's Creek,1,10,Cliff,No you don't.,1688
Dawson's Creek,1,10,Jen,"No, I do. I think you're a really sweet guy.",1689
Dawson's Creek,1,10,Cliff,"I just get the feeling that you like Dawson because he's so creative and maybe you think that I'm too stiff, or umimaginative, or unique enough.",1690
Dawson's Creek,1,10,Jen,"No, no, I don't think that at all.",1691
Dawson's Creek,1,10,Cliff,"So I went to Dawson, and I asked his advice.",1692
Dawson's Creek,1,10,Jen,"Wait, you asked Dawson for advice.",1693
Dawson's Creek,1,10,Cliff,"And he told me you really liked to be scared. And if I got you all worked up, that, I don't know, you'd be impressed.",1694
Dawson's Creek,1,10,Jen,"Wait a minute, you, you're the one that called me this afternoon, and the notes. You're the one that sent the notes. *Cliff nods* Okay, and Dawson told you to do this?",1695
Dawson's Creek,1,10,Cliff,"No, no, I came up with that one on my own. Its pretty cool huh?",1696
Dawson's Creek,1,10,Jen,"Cliff, um, you know what, to be honest with you Cliff, I'm not really in the market for a boyfriend now, okay? My love life is kind of crashed and burned and I'm just picking up the pieces. But if I were, I want you to be yourself. Okay? Not some Dawson knock off.",1697
Dawson's Creek,1,10,Cliff,"Yeah, I guess that its pretty stupid huh? I try to be original by, uh, copying somebody else.",1698
Dawson's Creek,1,10,Jen,Yeah.,1699
Dawson's Creek,1,10,Jen,*CUT TO Pacey searching around the yard with a flashlight before getting in his car and driving off*,1700
Dawson's Creek,1,10,Jen,*CUT TO Cliff and Jen*,1701
Dawson's Creek,1,10,Cliff,"Well, it looks like we're here. You think you could give me a goodnight kiss?",1702
Dawson's Creek,1,10,Jen,"Uh, um, you know.*Cliff kisses her before she finishes. Then Grams opens the door*",1703
Dawson's Creek,1,10,Grams,Oh! Sorry.,1704
Dawson's Creek,1,10,Jen,"Uh, its, its okay Grams.",1705
Dawson's Creek,1,10,Grams,"No, no, no, no. Go right ahead. I didn't mean to interrupt. Hello Clifford.",1706
Dawson's Creek,1,10,Cliff,Hello ma'am.,1707
Dawson's Creek,1,10,Jen,I'll be right in.,1708
Dawson's Creek,1,10,Grams,"No, don't hurry. Take your time. *She closes the door*",1709
Dawson's Creek,1,10,Jen,"You know, I think my Grams has the hots for you. You interested?",1710
Dawson's Creek,1,10,Cliff,"Well, I kinda have a crush on somebody else.",1711
Dawson's Creek,1,10,Jen,"Goodnight Cliff. *She kisses him, then goes inside*",1712
Dawson's Creek,1,10,Jen,*CUT TO Grams sitting at the kitchen table*,1713
Dawson's Creek,1,10,Jen,Goodnight Grams.,1714
Dawson's Creek,1,10,Grams,I really like the Clifford Elliot. Good stock.,1715
Dawson's Creek,1,10,Jen,"Yeah, he's very nice. I'm just gonna hit the sack.",1716
Dawson's Creek,1,10,Grams,"Oh, you have some mail, dear.",1717
Dawson's Creek,1,10,Grams,"*Jen turns around and opens the letter. Something pops, and makes her jump*",1718
Dawson's Creek,1,10,Grams,What is it dear?,1719
Dawson's Creek,1,10,Jen,"Oh, um, *sets the trap* actually, Grams, its for you. Goodnight.*Grams opens the letter and it scares her. She reveals the letter which says HAPPY FRIDAY THE 13TH - DAWSON*",1720
Dawson's Creek,1,10,Jen,*CUT TO Dawson and Joey*,1721
Dawson's Creek,1,10,Dawson,I scared you pretty bad with this baby.,1722
Dawson's Creek,1,10,Joey,"Yeah, but not as bad as I scared you.",1723
Dawson's Creek,1,10,Dawson,I wasn't scared.,1724
Dawson's Creek,1,10,Joey,"I saw the look on your face when you saw me tumble out of the closet. *She makes a face* I don't know. I thought maybe for a second, you'd might even be sad if I died.",1725
Dawson's Creek,1,10,Dawson,"Joey, that's ridiculous.",1726
Dawson's Creek,1,10,Joey,You wouldn't be sad? Thanks.,1727
Dawson's Creek,1,10,Dawson,"Are you kidding? God, I would be inconsolable. Joey, if you died, God, I don't know what I would do. Its the worst possible thing I can imagine. What about me? Would you shed any tears if I died?",1728
Dawson's Creek,1,10,Dawson,*Joey nods*,1729
Dawson's Creek,1,10,Dawson,"So, you sleeping over?",1730
Dawson's Creek,1,10,Joey,"Do you mind? I don't know, all this mayham really spooked me.",1731
Dawson's Creek,1,10,Dawson,"It was fun, wasn't it?",1732
Dawson's Creek,1,10,Joey,"Yeah, but Friday the 13th is over so, no more brushes with death, okay? Can we just go to sleep and pretend the world is safe and happy place to live?",1733
Dawson's Creek,1,10,Dawson,"Okay, Joey.",1734
Dawson's Creek,1,10,Dawson,*Joey pulls back the covers and sees plastic spiders.*,1735
Dawson's Creek,1,10,Joey,Cute. Cute.,1736
Dawson's Creek,1,10,Joey,*Dawson turns on the TV*,1737
Dawson's Creek,1,10,News Reporter,"Authorities believe they have arrested the multiple m*rder*r known as the lady k*ller. Identified as David Blanchard. The suspect was found prowling a residential neighborhood in Capeside. When officers inspected his car, they found evidence linking him with the m*rder* that has been terrorizing the eastern sea board for the past few months. We'll bring you more information on the lady k*ller arrest in our full report.",1738
